Title,Genre
Ghost World (2001),Comedy|Drama
Hedwig and the Angry Inch (2001),Comedy|Drama|Music
Planet of the Apes (2001),Action|Adventure|Sci-Fi
Pane e tulipani (2000),Comedy|Romance
Cure (1997),Crime|Horror|Mystery
Greenfingers (2000),Comedy|Crime|Romance
Jackpot (2001),Drama|Comedy
The Monkey's Mask (2000),Crime|Mystery|Thriller
Wet Hot American Summer (2001),Comedy|Romance
Relentless (1989),Crime|Thriller
Renegades (1989),Action|Crime|Drama
The Return of Swamp Thing (1989),Sci-Fi|Horror|Comedy
The Return of the Musketeers (1989),Action|Adventure|Comedy
Road House (1989),Action|Thriller
Romero (1989),Biography|Crime|Drama
Rosalie Goes Shopping (1989),Comedy
Rude Awakening (1989),Comedy
Santa sangre (1989),Drama|Fantasy|Horror
Scandal (1989),Drama|History
Scenes from the Class Struggle in Beverly Hills (1989),Comedy
Sea of Love (1989),Crime|Drama|Mystery
"See No Evil, Hear No Evil (1989)",Comedy|Crime
She's Out of Control (1989),Comedy
Shirley Valentine (1989),Comedy|Drama|Romance
Shocker (1989),Comedy|Horror|Thriller
Skin Deep (1989),Comedy|Drama|Romance
Slaves of New York (1989),Drama
Some Girls (1988),Comedy|Drama|Fantasy
Stepfather II (1989),Horror|Thriller
The Stepfather (1987),Crime|Horror|Thriller
Sweetie (1989),Comedy|Drama
The Tall Guy (1989),Comedy|Romance
Tango & Cash (1989),Action|Comedy|Crime
Tap (1989),Comedy|Drama|Music
Three Fugitives (1989),Action|Comedy
Troop Beverly Hills (1989),Adventure|Comedy
Turner & Hooch (1989),Comedy|Crime|Drama
UHF (1989),Comedy|Drama
Uncle Buck (1989),Comedy
Vampire's Kiss (1988),Comedy|Horror
The War of the Roses (1989),Comedy
Warlock (1989),Action|Fantasy|Horror
The Wizard (1989),Adventure|Comedy|Drama
Worth Winning (1989),Comedy|Romance
Warlock: The Armageddon (1993),Fantasy|Horror
Weekend at Bernie's II (1993),Adventure|Comedy|Fantasy
Billy Liar (1963),Comedy|Drama|Romance
Black Robe (1991),Adventure|Drama|History
The Cat o' Nine Tails (1971),Horror|Mystery|Thriller
The Cotton Club (1984),Crime|Drama|Music
Def-Con 4 (1985),Action|Sci-Fi
The Hotel New Hampshire (1984),Comedy|Drama
Idiot Box (1996),Comedy|Crime|Drama
Left Luggage (1998),Drama
Who'll Stop the Rain (1978),Action|Crime|Drama
Zorro: The Gay Blade (1981),Action|Adventure|Comedy
Basket Case (1982),Comedy|Horror
Orphans (1998),Comedy|Drama
Original Sin (2001),Drama|Mystery|Romance
The Princess Diaries (2001),Comedy|Family|Romance
Rush Hour 2 (2001),Action|Comedy|Crime
Thomas est amoureux (2000),Comedy|Drama|Romance
Chocolat (1988),Drama
Hatari! (1962),Action|Adventure|Drama
La Cage aux Folles (1978),Comedy
La cage aux folles II (1980),Comedy
Liebestraum (1991),Mystery|Thriller
Marat/Sade (1967),Drama|History|Music
Paint Your Wagon (1969),Comedy|Drama|Musical
The Shootist (1976),Drama|Romance|Western
Theremin: An Electronic Odyssey (1993),Documentary|Biography|History
The Wild Child (1970),Drama
Altered States (1980),Horror|Sci-Fi|Thriller
Any Which Way You Can (1980),Action|Comedy
The Awakening (1980),Horror
Bad Timing (1980),Drama|Mystery|Thriller
Battle Creek Brawl (1980),Action|Comedy|Crime
American Pie 2 (2001),Comedy
Osmosis Jones (2001),Animation|Action|Adventure
The Others (2001),Horror|Mystery|Thriller
American Outlaws (2001),Action|Western
All Over the Guy (2001),Comedy|Romance
The Deep End (2001),Crime|Drama|Mystery
On the Edge (2001),Drama
Session 9 (2001),Horror|Mystery
The Turandot Project (2000),Documentary|Music
Captain Corelli's Mandolin (2001),Drama|Music|Romance
Rat Race (2001),Adventure|Comedy
Aberdeen (2000),Drama
Innocence (2000),Drama
Bubble Boy (2001),Adventure|Comedy|Romance
The Curse of the Jade Scorpion (2001),Comedy|Crime|Mystery
Jay and Silent Bob Strike Back (2001),Comedy
Ghosts of Mars (2001),Action|Horror|Sci-Fi
Summer Catch (2001),Comedy|Drama|Romance
An American Rhapsody (2001),Drama
Happy Accidents (2000),Comedy|Romance
Lisa Picard Is Famous (2000),Comedy|Drama
Maybe Baby (2000),Comedy|Romance
Tillsammans (2000),Comedy|Drama|Romance
Punks (2000),Comedy|Music|Romance
Tortilla Soup (2001),Comedy|Romance|Drama
Jeepers Creepers (2001),Horror|Mystery
O (2001),Drama|Romance|Thriller
Waking Up in Reno (2002),Comedy|Romance
Speedway Junky (1999),Crime|Drama|Romance
3 Ninjas (1992),Action|Comedy|Family
3 Ninjas Kick Back (1994),Family|Comedy|Action
3 Ninjas Knuckle Up (1995),Comedy|Action|Family
The Hunter (1980),Action|Biography|Comedy
Maniac (1980),Drama|Horror|Thriller
Vamp (1986),Comedy|Fantasy|Horror
The Wicker Man (1973),Horror|Mystery|Thriller
Wish Upon a Star (1996),Comedy|Family|Fantasy
The Musketeer (2001),Action|Adventure|Romance
Rock Star (2001),Drama|Music
Soul Survivors (2001),Drama|Horror|Mystery
Two Can Play That Game (2001),Comedy|Romance
Bounce: Behind the Velvet Rope (2000),Documentary
Diamond Men (2000),Drama
Djomeh (2000),
Satree lek (2000),Comedy|Drama|Sport
Kill Me Later (2001),Crime|Drama|Thriller
L.I.E. (2001),Crime|Drama
La virgen de los sicarios (2000),Crime|Drama|Romance
Abbott and Costello Meet the Mummy (1955),Action|Adventure|Comedy
Dr. Mabuse: The Gambler (1922),Crime|Mystery|Thriller
Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary|History|War
The Glass House (2001),Crime|Drama|Mystery
Hardball (2001),Drama|Sport
Dinner Rush (2000),Crime|Drama|Romance
Haiku Tunnel (2001),Comedy
Big Trouble (2002),Comedy|Crime|Thriller
Glitter (2001),Drama|Music|Romance
Training Day (2001),Crime|Drama|Thriller
The American Astronaut (2001),Musical|Comedy|Sci-Fi
Children Underground (2001),Documentary
Go Tigers! (2001),Documentary|Sport
Liam (2000),Drama
Megiddo: The Omega Code 2 (2001),Action|Adventure|Fantasy
Sidewalks of New York (2001),Comedy|Romance
The Endurance (2000),Documentary|History
The French Lieutenant's Woman (1981),Drama|Romance
The Great Silence (1968),Western
The Legend of Hell House (1973),Horror
Little Man Tate (1991),Drama
Moscow Does Not Believe in Tears (1980),Comedy|Drama|Romance
Phantom of the Paradise (1974),Comedy|Drama|Fantasy
The Return of a Man Called Horse (1976),Western|Drama
Valdez Is Coming (1971),Western
13 Ghosts (1960),Horror
Montenegro (1981),Drama|Comedy
Opera (1987),Horror|Mystery|Thriller
Father Goose (1964),Adventure|Comedy|Romance
The Grass Is Greener (1960),Comedy|Drama|Romance
A Hole in the Head (1959),Comedy
Indiscreet (1958),Comedy|Romance
It's a Mad Mad Mad Mad World (1963),Action|Adventure|Comedy
King Solomon's Mines (1937),Action|Adventure|Drama
The Little Foxes (1941),Drama|Romance
Operation Petticoat (1959),Comedy|Romance|War
Play Misty for Me (1971),Thriller
Pocketful of Miracles (1961),Comedy|Drama
Sayonara (1957),Drama|Romance
The Shop on Main Street (1965),Drama
Spring Break (1983),Comedy|Romance
The Vanishing (1993),Drama|Horror|Mystery
Silkwood (1983),Biography|Drama|History
I Never Promised You a Rose Garden (1977),Drama|Fantasy
Quadrophenia (1979),Drama|Music
SpaceCamp (1986),Adventure|Family|Sci-Fi
When Worlds Collide (1951),Action|Sci-Fi|Thriller
Don't Say a Word (2001),Drama|Mystery|Thriller
Hearts in Atlantis (2001),Drama|Mystery
Zoolander (2001),Comedy
Born Romantic (2000),Comedy
Extremedays (2001),Action|Adventure|Comedy
Va Savoir (Who Knows?) (2001),Comedy|Crime|Drama
Won't Anybody Listen (2001),Documentary|Music
Joy Ride (2001),Mystery|Thriller
Max Keeble's Big Move (2001),Comedy|Crime|Family
Serendipity (2001),Comedy|Romance
Grateful Dawg (2000),Documentary
La Cií©naga (2001),Comedy|Drama
The Big Red One (1980),Drama|War
The Boogey Man (1980),Horror
The Party (1980),Comedy|Drama|Romance
Lady in a Cage (1964),Drama|Horror|Thriller
Brubaker (1980),Crime|Drama
Can't Stop the Music (1980),Biography|Comedy|Musical
Carny (1980),Drama
The Changeling (1980),Horror
Cheech and Chong's Next Movie (1980),Comedy|Crime|Sci-Fi
Coal Miner's Daughter (1980),Biography|Drama|Music
The Competition (1980),Drama|Romance|Music
Cruising (1980),Crime|Drama|Mystery
D.O.A. (1980),Documentary|History|Music
Death Ship (1980),Adventure|Horror|Mystery
Le dernier mí©tro (1980),Drama|Romance|War
Divine Madness (1980),Documentary|Comedy|Music
The Dogs of War (1980),Action|Adventure|Drama
The Learning Curve (1999),Crime|Drama|Thriller
Bandits (2001),Comedy|Crime|Drama
Corky Romano (2001),Comedy|Crime
Siu nin Wong Fei Hung chi: Tit ma lau (1993),Action|Crime|Drama
Fat Girl (2001),Drama
Mulholland Dr. (2001),Drama|Mystery|Thriller
My First Mister (2001),Comedy|Drama|Romance
Spriggan (1998),Animation|Action|Adventure
Things Behind the Sun (2001),Drama|Music
Bones (2001),Crime|Horror
Brannigan (1975),Action|Comedy|Crime
Clambake (1967),Comedy|Musical
Dirty Harry (1971),Action|Crime|Drama
Destiny in Space (1994),Documentary|Short
Fiddler on the Roof (1971),Drama|Family|Musical
Hail Columbia! (1982),Short|Documentary
Kansas (1988),Crime|Drama|Romance
Making the Grade (1984),Comedy|Romance
Mission to Mir (1997),Documentary|Short
Not Without My Daughter (1991),Drama|Thriller
Female Trouble (1974),Comedy|Crime
Titanica (1995),Documentary|History
From Hell (2001),Horror|Mystery|Thriller
The Last Castle (2001),Action|Drama|Thriller
Riding in Cars with Boys (2001),Biography|Comedy|Drama
Bangkok Dangerous (2000),Action|Crime|Romance
Burnt Money (2000),Crime|Drama|Romance
Dancing at the Blue Iguana (2000),Drama|Mystery
Focus (2001),Drama|Romance
Intimacy (2001),Drama|Romance
Waking Life (2001),Animation|Drama|Fantasy
K-PAX (2001),Drama|Sci-Fi
On the Line (2001),Comedy|Family|Romance
Thir13en Ghosts (2001),Horror
Better Than Sex (2000),Drama|Romance
Donnie Darko (2001),Drama|Sci-Fi|Thriller
High Heels and Low Lifes (2001),Action|Drama|Comedy
Life as a House (2001),Drama
The Man Who Wasn't There (2001),Crime|Drama
Aí¿e (2000),Comedy
La ville est tranquille (2000),Drama
Trembling Before G-d (2001),Documentary
Domestic Disturbance (2001),Crime|Mystery|Thriller
"Monsters, Inc. (2001)",Animation|Adventure|Comedy
The One (2001),Action|Sci-Fi|Thriller
Tape (2001),Drama
Heist (2001),Action|Crime|Drama
Shallow Hal (2001),Comedy|Drama|Fantasy
King of the Jungle (2000),Crime|Drama|Thriller
Maze (2000),Drama|Romance
When a Stranger Calls (1979),Crime|Drama|Horror
Timerider: The Adventure of Lyle Swann (1982),Action|Adventure|Sci-Fi
The Wash (2001),Comedy
Harry Potter and the Sorcerer's Stone (2001),Adventure|Family|Fantasy
The Fluffer (2001),Drama|Comedy|Romance
Novocaine (2001),Comedy|Crime|Drama
Black Knight (2001),Adventure|Comedy|Fantasy
Out Cold (2001),Comedy|Sport
Spy Game (2001),Action|Crime|Thriller
The Devil's Backbone (2001),Drama|Fantasy|Horror
In the Bedroom (2001),Crime|Drama
Cosíå ridevano (1998),Drama
Hell Up in Harlem (1973),Crime|Drama
Bucktown (1975),Action|Crime|Drama
Across 110th Street (1972),Action|Crime|Drama
Le Petit Soldat (1963),War|Drama
The Incredible Shrinking Woman (1981),Comedy|Sci-Fi
Katie Tippel (1975),Drama
Jabberwocky (1977),Adventure|Comedy|Fantasy
Funny Girl (1968),Biography|Comedy|Drama
Circus of Horrors (1960),Horror|Drama
Breathless (1960),Crime|Drama
The Beastmaster (1982),Action|Adventure|Fantasy
Midway (1976),Action|Drama|History
MacArthur (1977),Biography|Drama|History
The Young Lions (1958),Action|Drama|War
Subway (1985),Thriller
"Now, Voyager (1942)",Drama|Romance
Little Women (1933),Drama|Family|Romance
Halls of Montezuma (1951),Action|Adventure|Drama
Guadalcanal Diary (1943),Drama|War
Anzio (1968),Drama|History|War
The Cheap Detective (1978),Comedy|Crime|Mystery
Everybody's Famous! (2000),Comedy|Drama|Music
The Last Wave (1977),Drama|Fantasy|Mystery
That Obscure Object of Desire (1977),Comedy|Drama
The Toy (1982),Comedy
Funeral in Berlin (1966),Thriller
Don't Go in the House (1979),Horror
Dressed to Kill (1980),Crime|Mystery|Thriller
The Earthling (1980),Adventure|Drama
The Exterminator (1980),Action|Crime|Drama
The Falls (1980),Comedy|Sci-Fi
Fame (1980),Drama|Music|Musical
Fatso (1980),Comedy|Drama|Romance
The Aviator's Wife (1981),Comedy|Drama|Romance
The Final Countdown (1980),Action|Sci-Fi
The First Deadly Sin (1980),Thriller
Flash Gordon (1980),Action|Adventure|Sci-Fi
The Angry Red Planet (1959),Adventure|Sci-Fi
At the Earth's Core (1976),Adventure|Fantasy
Empire of the Ants (1977),Adventure|Horror|Sci-Fi
The Enforcer (1976),Action|Crime|Thriller
An Eye for an Eye (1981),Action|Adventure|Crime
The Gauntlet (1977),Action|Crime|Thriller
I Bury the Living (1958),Horror
Invasion U.S.A. (1985),Action|Thriller
Lone Wolf McQuade (1983),Action|Crime|Drama
Lord of the Flies (1990),Adventure|Drama|Thriller
Morons from Outer Space (1985),Comedy|Sci-Fi
The People That Time Forgot (1977),Adventure|Fantasy
Ocean's 11 (1960),Comedy|Crime|Music
The Sicilian (1987),Action|Crime|Drama
The Stunt Man (1980),Action|Comedy|Drama
Sudden Impact (1983),Action|Crime|Thriller
Behind Enemy Lines (2001),Action|Drama|Thriller
The Affair of the Necklace (2001),Drama|History|Romance
The Independent (2000),Comedy
Porn Star: The Legend of Ron Jeremy (2001),Documentary|Biography
Texas Rangers (2001),Action|Adventure|Drama
Ocean's Eleven (2001),Crime|Thriller
Baran (2001),Drama|Romance
The Business of Strangers (2001),Drama|Thriller
The Incredible Shrinking Man (1957),Horror|Sci-Fi
No Man's Land (2001),Drama|War
Pií±ero (2001),Biography|Drama
And Then There Were None (1945),Crime|Drama|Mystery
The Blue Angel (1930),Drama|Music
Moscow on the Hudson (1984),Comedy|Drama|Romance
The Owl and the Pussycat (1970),Comedy
Amí©lie (2001),Comedy|Romance
Not Another Teen Movie (2001),Comedy
Vanilla Sky (2001),Fantasy|Mystery|Romance
Iris (2001),Biography|Drama|Romance
Safar e Ghandehar (2001),Biography|Drama|War
Lantana (2001),Drama|Mystery|Romance
The Royal Tenenbaums (2001),Comedy|Drama
Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy
Clockwise (1986),Comedy
The Crawling Eye (1958),Horror|Sci-Fi
The Holcroft Covenant (1985),Action|Crime|Drama
Morgan! (1966),Comedy|Drama|Fantasy
Sheena (1984),Adventure|Fantasy
Silent Rage (1982),Action|Horror|Sci-Fi
Spacehunter: Adventures in the Forbidden Zone (1983),Action|Adventure|Sci-Fi
White Water Summer (1987),Adventure|Drama
How High (2001),Comedy|Fantasy
Jimmy Neutron: Boy Genius (2001),Animation|Action|Adventure
Joe Somebody (2001),Comedy|Drama
Kate & Leopold (2001),Comedy|Fantasy|Romance
The Lord of the Rings: The Fellowship of the Ring (2001),Adventure|Drama|Fantasy
The Majestic (2001),Drama|Romance
A Beautiful Mind (2001),Biography|Drama
Otesíçnek (2000),Animation|Comedy|Drama
The Convent (2000),Comedy|Fantasy|Horror
The Defiant Ones (1958),Crime|Drama
Dodsworth (1936),Drama|Romance
Medium Cool (1969),Drama
Sahara (1943),Action|Drama|War
Fritz the Cat (1972),Animation|Comedy|Drama
The Nine Lives of Fritz the Cat (1974),Animation|Comedy
The Party (1968),Comedy
Separate Tables (1958),Drama|Romance
Yu pu tuan: Tou qing bao jian (1991),Adventure|Comedy|Drama
Topkapi (1964),Adventure|Comedy|Crime
Witness for the Prosecution (1957),Crime|Drama|Mystery
Ali (2001),Biography|Drama|Sport
Black Hawk Down (2001),Drama|History|War
Charlotte Gray (2001),Drama|Romance|Thriller
Yentl (1983),Drama|Musical|Romance
Gosford Park (2001),Comedy|Drama|Mystery
I Am Sam (2001),Drama
Monster's Ball (2001),Drama|Romance
The Shipping News (2001),Drama
The Big Heat (1953),Crime|Film-Noir|Thriller
Motorama (1991),Adventure|Comedy|Crime
Queen Bee (1955),Drama|Romance
Silent Trigger (1996),Action|Drama|Thriller
Murder by Death (1976),Comedy|Mystery|Thriller
The Servant (1963),Drama|Romance
The Waterdance (1992),Drama|Romance
Come Undone (2000),Drama|Romance
Orange County (2002),Comedy|Drama
Brotherhood of the Wolf (2001),Action|Adventure|Drama
Another 48 Hrs. (1990),Action|Comedy|Crime
Ni na bian ji dian (2001),Drama|Romance
China Moon (1994),Crime|Mystery|Romance
Peter Kenna's The Good Wife (1987),Drama|Romance
Maria's Lovers (1984),Drama|Romance
Romantic Comedy (1983),Comedy
The Russia House (1990),Drama|Romance|Thriller
Truly Madly Deeply (1990),Comedy|Drama|Fantasy
Wuthering Heights (1970),Adventure|Drama|Romance
California Suite (1978),Comedy|Drama|Romance
The Long Gray Line (1955),Biography|Comedy|Drama
The Flight of Dragons (1982),Animation|Adventure|Family
Dragonslayer (1981),Action|Adventure|Fantasy
Conan the Destroyer (1984),Action|Adventure|Fantasy
Fire and Ice (1983),Animation|Fantasy|Adventure
Forbidden Zone (1980),Comedy|Fantasy|Musical
The Formula (1980),Crime|Thriller
Foxes (1980),Drama
Galaxina (1980),Comedy|Sci-Fi
Impostor (2001),Drama|Mystery|Sci-Fi
Kung Pow: Enter the Fist (2002),Action|Comedy
Snow Dogs (2002),Adventure|Comedy|Family
48 Hrs. (1982),Action|Comedy|Crime
Abschied - Brechts letzter Sommer (2000),Biography|Comedy|Drama
Italiensk for begyndere (2000),Comedy|Drama|Romance
Ha-Hesder (2000),Drama
Blankman (1994),Comedy|Action|Crime
Brainstorm (1983),Sci-Fi|Thriller
Dragon: The Bruce Lee Story (1993),Action|Biography|Drama
The Enigma of Kaspar Hauser (1974),Biography|Drama|History
4 for Texas (1963),Western|Comedy
Heart of Glass (1976),Comedy|Drama
Little Dieter Needs to Fly (1997),Documentary|Biography|Drama
MASH (1970),Comedy|Drama|War
Mrs. Soffel (1984),Drama|Romance
Seconds (1966),Sci-Fi|Thriller
One-Eyed Jacks (1961),Western
The Count of Monte Cristo (2002),Action|Adventure|Drama
The Mothman Prophecies (2002),Drama|Horror|Mystery
A Walk to Remember (2002),Drama|Romance
American Adobo (2001),Comedy|Romance
Shiqi sui de dan che (2001),Drama
Escaflowne: The Movie (2000),Adventure|Animation|Drama
"Hey, Happy! (2001)",Comedy|Fantasy|Sci-Fi
Maelstrom (2000),Drama
Metropolis (2001),Animation|Adventure|Drama
La stanza del figlio (2001),Drama
Storytelling (2001),Comedy|Drama|Romance
Waydowntown (2000),Comedy
The Adventures of Huck Finn (1993),Adventure|Comedy|Drama
Cousins (1989),Comedy|Romance
Falling in Love (1984),Drama|Romance
Young at Heart (1954),Drama|Musical|Romance
Slackers (2002),Comedy|Romance
Birthday Girl (2001),Comedy|Crime|Thriller
A Rumor of Angels (2000),Drama
Rare Birds (2001),Comedy|Drama|Mystery
Caged Heat (1974),Action|Comedy|Drama
Carmen Jones (1954),Drama|Musical|Romance
